pathway	description	100-A	100-P	71-A	71-P	72-A	72-P	73-A	73-P	74-A	74-P	75-A	75-P	76-A	76-P	77-A	77-P	78-A	78-P	79-A	79-P	80-A	80-P	81-A	81-P	82-A	82-P	83-A	83-P	84-A	84-P	85-A	85-P	86-A	86-P	87-A	87-P	88-A	88-P	89-A	89-P	90-A	90-P	91-A	91-P	92-A	92-P	93-A	93-P	94-A	94-P	95-A	95-P	96-A	96-P	97-A	97-P	99-A	99-P	PCR-Blank1	PCR-Blank2	Positive1	Positive2	Reagent-Blank1	Reagent-Blank2
PWY-1361	benzoyl-CoA degradation I (aerobic)	10.27765717749305	0.0	388.6766051793696	0.0	0.0	332.6819707558005	22.353242978427467	0.0	76.57410687834141	0.0	449.1077602331157	0.0	13.64927273460423	0.0	0.0	0.0	0.0	0.0	0.0	63.80097380810308	0.0	0.0	0.0	0.0	159.01485735722284	0.0	1442.850510275207	0.0	0.0	0.0	522.0690939999638	231.09583954764005	0.0	53.51485609072256	2763.2825709686585	0.0	467.6300505685719	156.33913652120208	75.60048636186963	44.66238584780057	0.0	0.0	11.38163794248244	0.0	0.0	765.1600970290722	187.34430347706075	400.1840089633359	4.789400871143585	57.93589718127597	0.0	0.0	137.6701239130834	11.771599171290424	0.0	152.97425511206183	0.0	3.4232545687256053	5405.089991401343	10458.131623064888	0.0	0.0	6350.662117094719	0.0
PWY-1501	mandelate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	368.5740598954308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.130434782608696	0.0	36.62863345796647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	superpathway of taurine degradation	17.6388292739482	0.0	689.2489390192736	24.95108134601579	215.1117520777209	147.55679654201032	0.0	20.24095436432271	0.0	0.0	1181.1131257877466	91.78572402656924	0.0	0.0	0.0	0.0	0.0	0.0	60.81847105336304	0.0	0.0	0.0	0.0	0.0	0.0	24.439835753351133	0.0	0.0	0.0	63.59625666507889	0.0	0.0	0.0	125.05798535820958	0.0	0.0	27.835787702743776	0.0	0.0	0.0	53.40059528019722	6.256801625013276	38.02107459205215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.17365672943278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	formaldehyde assimilation I (serine pathway)	4232.473745697221	151.5676090534511	5737.547698468934	172.9956794036988	2067.693683820348	1870.3081362323508	1184.1095169811474	283.4147265700166	9682.01572872603	4282.158251419546	8628.038487013437	730.4264109356251	298.7072533334026	38.437657448207744	29.28451518391146	25.677475724078217	269.58973202253225	37.07011517841454	1520.7625016137358	900.1769820501975	1394.5084493207803	102.74278017121668	34.976109900672434	445.0489903857161	5045.157907585982	130.4899781793396	6570.697076959142	10423.984417044216	0.0	117.6133995633138	6750.206007436589	1561.3509689692996	0.0	928.4988404577856	12532.501223687172	0.0	3667.002203601649	764.3340424173598	1174.5386908949015	233.56751365349209	866.5475910601299	123.04264898936955	910.525661265302	274.1062944682837	101.02867725725515	2581.98692912419	1065.55396790786	1923.8519229514784	4446.857181035886	956.9242812291697	29.873967797156723	5.756072644001951	2073.3507191280178	116.60204631476476	1636.0576277643456	568.3308549840665	19.09110559733453	8.796747011092675	14616.065022207173	20715.844079664483	9710.292563644713	7621.957712339476	17246.748184214262	0.0
PWY-181	photorespiration	5351.072546015255	70.93639958091752	2042.7386255749968	98.0273004341152	332.2105769992129	157.00837664788224	954.045392712327	22.487928815698226	10734.955434743646	4196.908859914377	3160.810746109338	236.00235030496964	270.2774226041396	54.66622044314198	22.784867741705543	25.08385559118739	198.36209691457924	59.22475504445571	72.93458202293037	1164.4167172418672	11.355367509902251	160.5206830057273	15.990949470904734	92.39893703759134	4926.798426412702	31.77445046869173	4067.3442292667455	8953.28677603237	0.0	126.96937139049548	5167.626190922473	1710.673203476611	0.0	699.8053901595455	8292.958576612727	0.0	1664.9879096050272	896.7649058609104	954.0709361444729	353.8513091440069	109.73919158540194	33.84689155653496	239.175687787	329.89242245044755	122.0684750920744	2022.7928378416063	710.2313053165419	1749.5948059134391	3619.940840483012	1355.9684090530702	0.0	8.684317504355317	1089.7827306196384	29.56258561450146	1541.541488180525	434.3402669084922	28.34832010605366	0.0	11033.644400032312	0.0	4751.495065929231	2830.564067613805	14067.573877442124	0.0
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	6454.534509237836	4176.28367450648	1554.9136699541257	2353.874016941662	6041.809760475711	1885.29933571347	3330.162903610196	3898.3703580418223	9247.905916553182	4632.1973767379695	3768.505880733345	1855.6003405216272	98252.49120152168	78600.72223130584	36439.6377113705	21928.70784091009	43078.90750690457	33962.25653487351	35952.1768448233	33608.28708652987	35679.47708592897	45041.03408636886	36490.68047379404	48686.24406877568	2656.836459176636	2738.298660447013	6961.637801996113	15497.688736646202	4140.744917484548	5064.425493077396	4790.784940458697	4062.533764993809	0.0	1989.8998374824337	5537.725337227506	0.0	3539.2428208581464	3446.275697366625	6895.320484161245	4216.052230232144	1815.2753731980529	2217.60583773141	836.8604465569549	390.2312003725551	139.24788188067012	5410.313638973484	2244.596444038047	3638.1843357082953	4593.461920022173	1996.940463817508	6334.951521549135	12845.621624493371	1710.5320081391571	3600.4771330456147	1242.8885361168495	1246.7198193589345	25.224669972585144	6630.78089357258	7929.661904200863	11076.54854446907	13514.621496409118	10042.968313609668	7466.551286260583	11197.462344986265
PWY-1882	superpathway of C1 compounds oxidation to CO2	0.0	0.0	19.314150363246608	0.0	0.0	0.0	27.521102318356508	2.069287020935493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.50199048791062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.11693636333806	0.0	0.0	85.76809979138145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.762092895869997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.246815585554544	0.0
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	10896.58648521735	21012.197330262246	4627.916050849117	10496.18522699514	5662.969452732178	6326.374277217347	6944.43533923962	16069.074921910898	14976.12024508269	9563.346882898282	8508.969306990379	13829.50666611864	421.4971155146644	1795.1823860622835	23.312989904894053	3904.810168052495	1257.6183566763032	8232.492497745028	2958.5806418029115	14772.52462591048	1418.3856174154882	1038.296064450174	7304.154911944255	391.5439497764109	11065.87323605303	15679.826546746255	9817.919604672685	12427.769775741075	3256.905979548758	18427.400710489816	10630.420938506077	13819.096219907073	0.0	8449.24881174212	16130.462364026096	31.20488282721724	11513.601280478912	16173.202735210696	2594.8305221296337	8683.853684642201	4724.780749004528	5572.835343856278	4843.193265691357	5411.17392511985	151.77155067333166	11509.373395161132	13548.751939701968	14575.4457157343	5440.474109035124	10389.76027163752	12612.855077591788	3686.8736232672095	3336.5288933862766	8139.266307326505	3171.974960087948	20087.20174943224	82.97567563209127	15365.417668024003	13060.297807149997	5868.575473583826	875.9209663516433	553.7093092799511	15131.315862554931	322.3447991822781
PWY-2941	L-lysine biosynthesis II	7789.996733593531	22722.86874085018	6502.1878980917945	12137.223566222568	4437.714302572486	12285.354845146772	6274.743786763308	13912.782634465802	5447.629909206589	12902.589390222036	9637.872359242006	15352.429797554578	97917.66287077469	78134.46275243655	36127.77506239857	20319.68662323016	42727.438279212256	32486.013865986715	32924.96808218768	36027.2443389819	28941.7173237411	44422.07331360877	36733.71684543288	48152.28920136859	11876.82044075722	13829.975350341489	11572.8635512046	12072.06938308822	6891.379616714663	20812.91592587315	7082.957097616321	13496.66058356176	0.0	9468.456715327777	12114.876430391892	73.63196906219788	12654.889853713565	20443.18973833173	2914.8961683483194	10656.259007130118	2758.962101409849	5335.652535510928	4662.739113750708	5141.581178020592	0.0	12927.5381398397	21573.063549943552	17536.42401539091	3756.7937546913695	18160.783685376085	10420.51162710584	3745.327745245117	2978.5221927472703	9074.2713568027	4120.895311698764	22826.00307443719	95.27821325430196	16272.218473562662	3197.1155698735506	0.0	18095.76099033624	12994.176801790169	1419.4315736590806	0.0
PWY-2942	L-lysine biosynthesis III	25980.723039135843	37694.57002615036	21913.877654333697	19434.42757827927	24580.2012407812	21252.851838350307	13208.952998366614	28802.46212103139	31199.30418697912	19587.62220234889	22776.00977404448	27976.373267847423	103140.6842583681	83092.91337961993	38437.13916976751	26201.433700748214	45699.070170488056	40700.794697087615	40754.964458631344	48477.43661652424	44232.41474153964	47126.11293051048	43775.14511841157	50779.01032082972	22471.32696848095	28508.072258971657	19919.81064017202	24559.8697581153	12361.75191913618	30634.67513684029	18997.907378894237	22689.73802625753	0.0	16568.51738052355	29837.861746198327	81.60000000000001	21819.792815434663	30317.94489918967	6873.780094762788	15892.78365188287	12730.17764354176	10098.835216300977	10144.127120620366	9930.895461248998	315.5680823752303	19809.17595156933	26804.863151494184	25060.144106738164	10767.715846091656	24864.33734510489	26134.449233138144	25369.488231783485	8327.450025365433	17862.337230174784	12646.506000435676	34073.519272287675	244.2416226485875	26822.883078321654	28435.148147407508	27739.78496822177	19854.466200796563	13991.81850671382	28881.06679181104	8170.2683134353665
PWY-3001	superpathway of L-isoleucine biosynthesis I	18171.52110785748	36309.4267062643	17280.25546898287	18591.32867514733	21057.891871441152	17773.098003148985	12112.572915729505	26797.593333846635	31415.675256020164	19393.348666798523	19848.04366414307	24344.70618708444	100840.82407402524	80908.44927701417	37183.59161083646	23287.33494111801	44078.43374951777	36668.22025870589	33600.602636162774	46500.295821297725	36990.16274096894	46095.90707065679	39662.82171317243	49746.69791019716	17803.911463798027	25485.45226718394	18535.86498167437	24123.65545675319	8283.6270222202	30815.044960501626	17893.420595102623	21876.392674571547	0.0	14290.021268839	28506.747190234662	87.39784082349988	20009.669669524363	29776.401839893984	6115.458086830504	15594.729895787284	10646.3456444735	9811.734752826496	8579.284459351347	8023.024760175319	299.47396187970554	20517.048719176848	27865.3324336323	26013.29059697665	10544.38195183581	24803.015427391587	21527.64834641021	22778.55032911047	7076.050312859546	17428.1235670738	8078.781771010198	34085.64072845947	171.094351902998	25313.096424394666	27799.405971765693	31479.28809892536	15739.714284801188	11323.4783264406	28814.58361632113	7568.199488060753
PWY-3481	superpathway of L-phenylalanine and L-tyrosine biosynthesis	0.0	5.991515538789684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9775114010621069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9508808659559165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3661	glycine betaine degradation I	7.49520705728035	0.0	633.5386053459844	0.0	0.0	0.0	222.1030612993952	0.0	0.0	0.0	451.7495960506168	19.74323544398905	0.0	0.0	0.0	7.117717838105816	9.582370019373307	0.0	9.984334436104024	0.0	7.488790591284207	0.0	0.0	0.0	0.0	4.963517264581771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.94057727999429	0.0	79.77412417400625	0.0	243.98302123746083	0.0	14.9020347546845	17.19828618536401	0.0	0.0	0.0	0.0	1405.0790951790725	0.0	0.0	0.0	127.51104759664445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8747843442505876	0.0	4476.219842731787	0.0
PWY-3801	sucrose degradation II (sucrose synthase)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.334463709656791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3841	folate transformations II (plants)	24844.44778876184	36255.71180319746	23025.648785264337	18832.381230513794	24213.00786958996	19600.812401737097	11773.455400977373	27574.91348693886	27062.05648389268	19393.668984937183	23092.629832556373	26262.268555251856	86118.05813787525	69304.50474879121	32039.408890416675	22046.617095823724	38187.772882489975	34850.56393981029	35741.44952911026	42603.52075733186	37976.30164756755	39284.64642364189	37102.18737470807	42476.90743580957	21999.393081129263	26824.128674129275	17898.172584860884	21368.82292458503	11173.035015429436	29643.023289376484	19155.265394614264	21419.31902115605	0.0	14728.401159176572	25775.426680019867	85.0	21643.49872778717	29599.76442369144	5767.478530381451	15291.699637519949	11972.097272139885	10116.959590643251	9759.171855001705	9054.432160109338	255.80013169244276	19243.520516877124	27346.339629306814	24412.928281339413	10863.573285152866	23718.20219147289	25003.888351888	25850.402261266918	8027.475835804366	17632.694721515058	14334.520862736868	32791.99788340857	281.48080334904927	26217.871363918817	27195.380483599063	25896.30897251954	18176.81056816436	12733.6394380498	27265.48067460291	6490.830547594289
PWY-4321	L-glutamate degradation IV	0.0	0.0	232.75334061067116	0.0	156.97089256909436	33.762129536096744	262.8993581225032	0.0	409.9263447328329	401.03643094939673	234.7049583229128	0.0	0.0	0.0	0.0	0.0	11.683209639642408	0.0	39.55255256406497	61.20974092947058	0.0	0.0	0.0	28.234158840287236	656.7644027819708	0.0	676.4288748865985	527.1376813063064	0.0	0.0	0.0	32.942251272316184	0.0	44.917454322965206	2257.569648048074	0.0	491.6849350926819	65.92816229512836	80.93484904820197	60.81855292293582	37.93005700175559	0.0	0.0	93.10048596804496	0.0	233.2592291616196	170.02969071905318	8.889530661344228	0.0	0.0	0.0	0.0	148.33571823899402	0.0	105.86342316820192	72.09124937049722	0.0	0.0	0.0	0.0	0.0	0.0	1590.5429132458216	0.0
PWY-4702	phytate degradation I	0.0	0.0	186.3954207920792	4.906015037593985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	449.50690909090906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0248864309698	0.0	0.0	0.0	0.0	7.423672931091329	0.0	0.0	0.0	23.46765249537893	0.0	0.0	0.0	0.0	0.0	0.0	1.7148254390260966	55.04680851063829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8599069552111874	0.0	0.0
PWY-4984	urea cycle	696.9753023970597	3697.907380088661	3149.2536999579397	791.934540475644	6725.137746643538	1015.7571395411628	883.6984826702478	4669.366335915796	5504.382734398148	962.7161154699946	2997.194088020924	1935.7895777348303	85494.61294145594	67906.08725187539	31380.001421118573	15666.353605835253	36784.58509481539	24722.070549479948	25444.67585518157	27053.159162165637	23632.23011173981	38590.61323852013	27356.175005940644	42025.97144241856	4666.22590399785	1911.584750449929	2466.90535768115	8380.466433199388	133.38249076877418	6644.220323482205	3954.39010315004	4818.502988932119	0.0	1733.912413038914	9637.955325852325	0.0	1689.7895649502389	2715.54257282166	487.2078365695258	1354.0624973120937	2242.3098770095958	657.9980597074255	516.6397987591347	725.6439463166449	0.0	5378.442726240495	1206.9906113768989	2312.367595608063	1385.1252420696185	2984.7943827967656	7321.829837815786	11576.741601607546	1111.8196757701423	2066.3580849345963	532.3421542467358	3391.470402162556	33.6183735810253	6113.128445306155	8044.147378641648	18591.03691601101	9283.580698560028	7149.323042230364	10635.021197333012	0.0
PWY-5005	biotin biosynthesis II	8279.811188512562	4106.621066633813	1446.8540677737549	1706.9086510138254	4196.614034023891	3166.523296314788	697.2642305865735	1454.776272423706	5641.141493299084	1798.328803060973	3945.353201290629	3140.8400082399817	247.3140679017431	340.9691015396375	0.0	819.0073885395394	85.04442233080086	1049.8955471648037	2353.2473447215248	3192.44506874284	1529.0413588727831	57.10222941899896	1634.5400664357248	79.93620472300111	1790.1572913129055	5057.1116236385205	3490.694997300241	3257.149205945296	2749.764164213388	1445.5490215777843	894.7239118881399	3771.9055280124576	0.0	886.5672785386562	3638.396087685904	2.567832167832168	5755.267469177845	3714.4186279026994	806.3058903236305	1427.116036555297	2089.4771197805385	1373.4629445529697	916.9925563738816	856.8760076731783	0.0	3222.3652454669527	2343.6404763897926	2738.939414212941	0.0	6140.154953964618	811.2931460626082	5191.276787884836	3115.211832828992	1767.1841435111617	4627.521506313652	710.0343576818861	63.04189496563303	3820.418936142281	2173.8934816391147	0.0	6489.238598550304	4994.347554206898	0.0	307.5158780671536
PWY-5022	4-aminobutanoate degradation V	3207.5367694546244	356.6947542605333	3167.8395430553496	848.1107678398845	2678.402394979279	2610.1431721604904	1651.74703960666	2508.2523788526973	6405.563086538552	4453.753182968197	4936.018966288249	3163.886217601121	113576.86133440562	89100.81622313963	41348.10343080652	18576.26117333006	48459.25020156891	28456.187117548456	30808.21497062194	24739.129265576037	25078.27590900132	50938.7739708012	32819.914355635054	55893.813947481576	4521.205188422782	2748.5406112380388	4028.0955610561255	7412.138063843392	32.34332912083348	248.66864795450823	4407.410125639565	1887.6901490771452	0.0	1813.7744742493876	8325.514919752963	0.0	2695.024689788979	1848.847041802794	802.233877223384	2571.8337620789857	1406.7342933801824	548.9059000675343	428.060491899192	953.4709405662956	0.0	2163.787650130067	992.178507217558	2492.723243193595	3457.053640079572	827.2296017104603	915.4302587630364	72.55890543162339	1322.1346062542875	1078.7670405594472	2024.5047049315945	1036.4086340401243	19.57526489590811	131.3568452869306	11478.635156427226	15252.351931576688	0.0	0.0	13652.98986041568	0.0
PWY-5028	L-histidine degradation II	29.95635313992216	0.0	2677.0561729045435	6.246794830148911	112.01459772654889	1209.2150981492234	410.6059455864423	0.0	7040.590736615541	2337.832365848802	2754.050883785795	39.93335725415384	67.46817942482919	0.0	0.0	0.0	7.499099231553649	0.0	32.479452980061005	122.15631971803946	0.0	0.0	0.0	39.97730133824869	1846.7733349937369	9.995646291219437	5257.632977374302	6588.353374185709	0.0	7.497519205432391	7682.162862720034	870.5970504977357	0.0	155.8049673895708	10861.017117468984	0.0	2011.622870410172	601.9057912965501	491.5397470571673	205.53272707801617	270.720405235959	0.0	54.68918738261378	169.3488414736287	63.65052816584282	3129.101126148803	1258.8230256415054	2171.74141191382	1853.6335225663013	66.06883053266422	7.4963457805729234	19.906646460027773	807.4057348694122	57.1213811910392	101.85070033942895	378.6884612208838	0.0	4.998707781423866	11235.960687454472	21054.834108318755	2.499565040087317	1.0748845638383142	14012.280154586648	12.483542526112524
PWY-5030	L-histidine degradation III	12516.554737861414	15728.3707467437	18026.003740126307	8377.507324912902	15548.57856788598	9944.172146810277	4337.562104595309	12304.326863249673	8381.425489004787	10892.489416882316	11931.685491329708	15497.106552010417	1745.4468561252063	2695.7448945318247	2318.86720064074	6656.6223356530045	3065.588609097229	13569.976460211485	18383.732294238544	15542.117363008703	20865.643778483733	924.7748683089249	15315.599492871404	905.2067457899548	15722.996007767986	14324.809124977097	6263.060387231522	4837.963444601746	5247.042959046052	14538.906362893322	10153.164424154156	11700.90758923439	0.0	8804.014803919275	10995.519024324016	65.84016393442623	11011.259700207043	14048.953811381458	1279.011369223333	8076.650519718316	6829.159217201399	3859.847699200531	5912.935085775395	5572.370122037651	0.0	10470.854158772829	18537.012613676616	13360.579472034486	2362.355829363797	15214.380544401612	9710.49473172201	2261.779900873566	3313.5331028606493	5347.4247378847085	10023.974573519536	18059.625120384648	212.32625134122677	12357.219824361202	1561.8107638288018	9989.598018026209	0.0	0.0	2492.864894255755	0.0
PWY-5097	L-lysine biosynthesis VI	22372.18318072025	31321.27539208156	18600.43705430232	13506.649876147252	23479.41226939156	15401.078835118373	10599.79252072066	24711.76425746393	27007.347293542527	13622.083369425747	17933.22391589033	20940.69904645605	1283.395436536277	5856.561379631657	2234.731166576444	13801.305907692931	2964.184133759202	18097.07068627899	11605.524642991892	31381.60691071213	26430.732716450155	2447.193625938188	15510.060498859988	1230.2262819855443	14245.46555520777	23391.19849337833	14093.593043628432	22150.126893686487	9943.651792572253	24081.44090177732	15656.994597761764	17130.2911231618	0.0	13882.627102292963	25380.31933362907	39.17695473251029	17275.60678002347	23185.07197591509	6065.089886927023	12099.830651042974	10450.184214350627	8540.28952803472	7825.409970380649	8062.976750096834	285.487941389881	14085.597015534491	16207.274937802553	17356.87748119126	7979.146159040263	16732.047850848547	22174.50037508565	23717.829276750097	6983.182284825554	15833.077527526528	9897.427722991417	25813.155587598656	171.92947287938185	20812.52909071453	21983.00673907679	26592.1918420875	19276.081577492485	13639.619084360012	23144.70291625461	7691.058326202144
PWY-5100	pyruvate fermentation to acetate and lactate II	22685.8637646171	11322.69480218308	12678.304693277303	11408.9874652636	20171.433918352704	13681.241139674446	9199.994500171691	14179.830888688864	6481.256610062624	7122.2467648675765	15198.198585411004	19013.200983201517	2020.60432272886	1710.4880230436977	2027.9337404441624	9050.965152510416	2584.2043424219	12598.386590971257	22880.42493553184	5331.457690320797	31914.643858391948	598.0786125279946	15586.350429967477	1121.0943373748555	12232.895138648948	17623.956709204	12247.330323033546	10223.20460724917	6430.765653812633	3733.55324313792	7189.976906671157	9307.52169691756	0.0	10770.360549897978	12100.036160607217	1.9766073776731956	13874.354880625991	11819.386009117106	4304.740861284175	4538.340129584136	9032.105392344823	4203.988372834821	5906.078385395787	5776.895014893705	112.34897842559997	6661.361137957234	5487.521764474773	8022.246020737577	4688.591747396624	10542.88576000486	11030.109676611337	5526.869496881786	5680.791052543827	4025.327827565747	8270.818743994896	7955.77627583669	180.65767568906315	8145.100682457372	4516.26802211558	478.7289751350455	5797.804670023251	3822.240243878205	2423.9363159397008	752.3811081237343
PWY-5101	L-isoleucine biosynthesis II	1986.7320367153252	449.8745395385629	5137.248777693329	3412.552728900402	1594.380800644345	7117.529305485966	841.2715521512224	1692.1789395994194	15070.894356160914	4245.63978287057	214.46898376172803	3671.14811059862	38.992589146339085	23.99649764602501	512.5108216103088	448.5407588869021	213.987150734116	1320.7196937829715	884.7260423978893	89.91297222897659	7832.517721893296	80.93060129157098	2059.844092186124	0.0	720.7635578947632	1792.268609141725	8580.724876438153	9543.319857681365	2298.9462826667063	0.0	9663.290454809818	5130.154822911328	0.0	402.733761149537	7779.955396051944	0.0	385.6944112300202	0.0	740.9299929998365	86.73007592361043	1732.1957882642384	514.8939850969704	1009.4267555175056	616.8261715410107	152.7917370196	3281.292936397077	672.0142958325569	4127.276969804443	8164.479810352724	306.9178477821733	2280.397864763784	779.5149037108207	364.0136573331906	129.94881749472486	1271.2704516108936	564.806108520751	0.0	714.4555223148215	20384.17533750225	0.0	0.0	0.0	20054.02604376804	0.0
PWY-5103	L-isoleucine biosynthesis III	12142.01378593674	34757.560723003946	17224.74987523574	15953.106293490348	19203.43720153206	13279.690011293587	10891.627692390022	23833.4405321905	30019.38109430243	18931.854384962626	14452.193270024049	20007.18234986996	106809.82250453522	85612.43609475612	39461.18640776149	23442.411792642368	46558.925460276965	37132.77390984888	32989.43748471739	48910.11139456439	37756.31986059589	49004.20997255414	40733.72392460992	52768.64651251533	14365.43746422922	21948.99081193177	16765.159105460396	21594.748591839358	5354.560168892544	30478.126835016505	16313.482219337897	19636.65125432443	0.0	12349.2579300435	26489.97149849336	90.19158342885213	17656.714200147446	27932.88453226862	5056.197750960421	14885.116884798756	8915.066666389339	8851.515490892638	6761.109132031136	6428.554019036335	286.6233283898068	19953.90327064768	27230.825523601925	26225.78080887972	9570.052830039986	24408.96575248853	17953.175788729226	20531.54419293164	5495.189595451033	16319.182759925225	6696.74219697915	33094.53075819221	150.4298732339289	23851.00731492828	27523.2808925076	33776.14896467641	11347.812414806898	8171.335062994979	28813.71653180414	6822.471108477939
PWY-5104	L-isoleucine biosynthesis IV	0.0	8.7294294404847	11.954508681680077	0.0	10.997381889653427	0.0	0.0	7.817843992876548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.127036112953056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.960369373291431	0.0	0.0	0.0	0.0	1424.1452861491048	0.0	0.0	136.50768188321825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.33288904949805	16.99209682640506	0.0	8.411181857927222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5109	propanoate fermentation to 2-methylbutanoate	0.0	0.0	682.1564119142812	0.0	0.0	418.1010335716396	0.0	0.0	0.0	0.0	483.1413827356328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1141.050613056559	0.0	0.0	0.0	2510.234472032688	0.0	0.0	27.13038647735497	3712.301791051521	0.0	333.1716846034486	106.88622284758048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	700.9903359259634	286.1741077621821	481.1584469333504	0.0	0.0	0.0	0.0	124.02113054505492	14.349870043589586	0.0	53.46932268840105	0.0	0.0	4012.4470250226814	7216.899105172686	0.0	0.0	6267.513947578575	0.0
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	21983.35748892182	25139.25939315349	25742.11326137733	15038.25953836479	26572.31811155177	21416.406133091787	11240.97779780572	20937.889034619107	24113.09233540893	11876.617528800796	23930.79481887681	23429.87914214924	90203.61061076884	72056.16672151479	33588.617331820846	21349.24656404636	39819.00388561287	33131.56069617223	38257.75515333427	36353.79956645539	41116.75455909596	40236.39489050975	35938.708523091474	44094.55578769357	18656.293816326717	21689.69795018648	14312.692504047876	18232.578018654996	11445.011125835506	17727.484917109094	15919.854020623252	14998.9282337613	0.0	11586.44354910621	22209.71708085064	26.360114119835323	16136.15060253801	18637.51494272409	4931.592119216844	9416.156630043331	12434.497860692923	7187.862059523352	7874.237915338643	7043.489977176806	245.13559628099705	11842.33418273084	12736.470593028662	14744.783882573553	10851.502326793969	13760.468084408163	19583.987543698884	18597.90908618016	7220.524600206229	12312.574509891903	15130.368264241675	19769.00848031356	290.51214734755064	17056.10468905915	23448.748152117387	18725.109050823976	12137.677863922238	8731.300125492557	23255.670879759167	5969.33218630679
PWY-5130	2-oxobutanoate degradation I	7856.035419974926	5352.212096140449	10094.783403667132	2035.677255665437	12901.688922257626	1464.409908267556	1507.2514540003758	7362.796929280172	7860.207457286506	1002.7595430510934	3569.8339919315745	8613.71896994378	205.12406228210975	569.3222193114353	690.7421574796109	1991.7761123360588	386.7327726222032	3134.286969033602	1903.920188011064	2878.4253932778597	8905.799336825095	419.98065828952616	1779.078931714379	89.51440262793345	2308.7507011219195	9966.346646571948	1753.2503035284733	1015.904159432434	161.8579545744312	1212.610607404497	4178.08107902712	5422.630791681307	0.0	6521.570602616495	6977.845441776818	0.0	4914.423739355009	4050.611096631576	392.9919524470629	2970.5846188074825	5168.652171076866	1958.899051422478	2576.749020929517	4082.83224168696	0.0	2762.802905264768	1294.0773633703018	1673.0834574836354	0.0	4697.364457874	2377.251741336211	4508.63383782149	1816.1774637892763	2437.711802502315	6156.723392999827	3028.212269274454	23.37334840107124	2623.729315012172	937.9726433643224	12293.18087057123	2979.1836259464644	1962.4110241525784	648.6667405942761	209.2998909487459
